Price,CPU Name,CPU Achitecture,CPU Core,CPU Thread,CPU Cache,CPU Base Clock,CPU Max Clock,CPU Intel,Base Power,Max Power,CPU Gen,RAM,Memory Type,Max DDR Support,Storage,Storage Type,GPU Name,GPU VRAM,GPU Onboard,GPU AMD,GPU NVIDIA,Display Type,Display Size,Display Frequency,OS,Warrant,Display Width,Display Height
10290000,i3-1315U,7,6.0,8.0,10,4.5,4.5,1,15,55,3,8,4,5.0,512,1,,0.0,1,0,0,0,15.0,60,11,24.0,1920,1080
18290000,i5-1135G7,10,4.0,8.0,8,0.9,4.2,1,12,28,5,8,4,4.0,512,1,,0.0,1,0,0,1,14.0,60,10,12.0,2160,1440
22990000,i7-1255U,7,10.0,12.0,12,4.7,4.7,1,15,55,7,8,4,5.0,512,1,,0.0,1,0,0,1,15.0,60,11,12.0,1920,1080
21990000,i9-13900H,7,14.0,20.0,24,5.4,5.4,1,45,115,9,16,5,5.0,512,1,,0.0,1,0,0,1,15.0,60,11,12.0,1920,1080
12990000,i5-12450H,7,8.0,12.0,12,4.4,4.4,1,45,95,5,8,5,5.0,512,1,,0.0,1,0,0,1,15.0,60,11,24.0,1920,1080
31990000,i5-1340P,7,12.0,16.0,12,4.6,4.6,1,28,64,5,16,5,5.0,512,1,,0.0,1,0,0,0,15.0,60,11,27.0,1920,1080
51490000,125H,7,14.0,18.0,18,0.7,4.5,1,28,115,5,16,5,5.0,1024,1,,0.0,1,0,0,0,13.0,60,11,12.0,1920,1200
24590000,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,15,55,7,32,4,5.0,512,1,,0.0,1,0,0,1,15.0,60,11,12.0,1920,1080
28390000,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,15,55,7,8,4,5.0,256,1,540,4.0,0,1,0,1,15.0,60,10,36.0,1920,1080
25490000,i7-1255U,7,10.0,12.0,12,4.7,4.7,1,15,55,7,64,4,5.0,256,1,,0.0,1,0,0,0,14.0,60,10,12.0,1920,1080
17490000,i5-12450H,7,8.0,12.0,12,4.4,4.4,1,45,95,5,64,5,5.0,512,1,,0.0,1,0,0,1,15.0,144,11,24.0,1920,1080
48790000,i5-1145G7,10,4.0,8.0,8,1.1,4.4,1,12,28,5,16,4,4.0,512,1,,0.0,1,0,0,0,13.0,60,10,12.0,2256,1504
37990000,i7-13650HX,7,14.0,20.0,24,4.9,4.9,1,55,157,7,16,5,5.0,512,1,,0.0,1,0,0,0,15.0,165,11,12.0,1920,1080
15590000,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,15,55,5,16,4,5.0,512,1,,0.0,1,0,0,1,15.0,60,11,24.0,1920,1080
47990000,i7-13700,7,16.0,24.0,30,1.5,5.1,1,65,219,7,64,5,5.0,512,1,4070,12.0,0,0,1,0,17.0,240,11,24.0,2560,1440
59990000,i9-14900HX,7,24.0,32.0,36,1.6,5.8,1,55,157,9,32,5,5.0,512,1,4070,12.0,0,0,1,1,18.0,240,11,24.0,2560,1600
15490000,i5-12450H,7,8.0,12.0,12,4.4,4.4,1,45,95,5,16,5,5.0,512,1,,0.0,1,0,0,1,14.0,60,11,36.0,1920,1200
10290000,i3-1215U,7,6.0,8.0,10,4.4,4.4,1,15,55,3,8,4,5.0,256,1,,0.0,1,0,0,1,14.0,60,11,12.0,1920,1080
27790000,i7-13620H,7,10.0,16.0,24,4.9,4.9,1,45,115,7,16,5,5.0,512,1,4060,8.0,0,0,1,0,16.0,165,11,24.0,1920,1080
20990000,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,15,55,5,8,4,5.0,512,1,630,4.0,0,1,0,1,13.0,60,11,12.0,1920,1080
32900000,i5-11500H,10,6.0,12.0,12,2.4,4.6,1,35,45,5,16,4,4.0,512,1,,0.0,1,0,0,0,15.0,60,10,12.0,1920,1080
21399000,i9-13900H,7,14.0,20.0,24,5.4,5.4,1,45,115,9,16,4,5.0,512,1,,0.0,1,0,0,1,14.0,60,11,24.0,1920,1200
21990000,i5-13500H,7,12.0,16.0,18,4.7,4.7,1,45,95,5,16,5,5.0,512,1,,0.0,1,0,0,0,15.0,144,10,24.0,1920,1080
23990000,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,15,55,7,32,4,5.0,512,1,,0.0,1,0,0,1,16.0,60,11,24.0,1920,1200
63990000,185H,7,16.0,22.0,24,1.8,5.1,1,45,115,9,32,5,5.0,1024,1,4060,8.0,0,0,1,0,16.0,240,11,24.0,2560,1600
89900000,Ryzen 9 7945HX,5,16.0,32.0,80,2.5,5.4,0,55,75,9,64,5,5.0,1024,1,4080,16.0,0,0,1,1,16.0,240,11,24.0,2560,1600
20990000,i3-10100,14,4.0,8.0,6,3.6,4.3,1,9,15,3,128,4,4.0,128,1,,0.0,1,0,0,0,10.0,60,11,12.0,1920,1280
19990000,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,15,55,5,32,4,5.0,512,1,,0.0,1,0,0,1,14.0,60,11,24.0,1920,1200
13390000,i5-13420H,7,8.0,12.0,12,4.6,4.6,1,45,95,5,16,4,5.0,512,1,,0.0,1,0,0,1,14.0,60,10,24.0,1920,1080
15990000,i3-1315U,7,6.0,8.0,10,4.5,4.5,1,15,55,3,8,4,5.0,256,1,540,4.0,0,1,0,1,15.0,60,10,12.0,1920,1080
22490000,i7-12650H,7,10.0,16.0,24,4.7,4.7,1,45,115,7,64,5,5.0,512,1,,0.0,1,0,0,1,15.0,144,11,24.0,1920,1080
22990000,i7-13700,7,16.0,24.0,30,1.5,5.1,1,65,219,7,16,5,5.0,512,1,,0.0,1,0,0,0,14.0,60,11,36.0,1920,1200
37990000,i5-13500HX,7,14.0,20.0,24,4.7,4.7,1,55,157,5,32,5,5.0,512,1,4060,8.0,0,0,1,1,16.0,165,11,12.0,2560,1600
117790000,i9-13900H,7,14.0,20.0,24,5.4,5.4,1,45,115,9,32,5,5.0,1024,1,4080,16.0,0,0,1,0,16.0,240,11,12.0,2560,1600
33990000,i5-1340P,7,12.0,16.0,12,4.6,4.6,1,28,64,5,16,5,5.0,512,1,,0.0,1,0,0,1,14.0,60,10,36.0,2240,1400
26990000,i7-1360P,7,12.0,16.0,18,5.0,5.0,1,28,64,7,16,5,5.0,512,1,540,4.0,0,1,0,0,14.0,60,11,24.0,1920,1080
36990000,i7-13700,7,16.0,24.0,30,1.5,5.1,1,65,219,7,32,5,5.0,512,1,,0.0,1,0,0,1,16.0,165,11,12.0,2560,1600
14990000,i3-1315U,7,6.0,8.0,10,4.5,4.5,1,15,55,3,8,4,5.0,256,1,,0.0,1,0,0,1,14.0,60,11,12.0,1920,1080
14490000,i5-1135G7,10,4.0,8.0,8,0.9,4.2,1,12,28,5,8,4,4.0,256,1,,0.0,1,0,0,1,15.0,60,11,12.0,1920,1080
32990000,i5-13500HX,7,14.0,20.0,24,4.7,4.7,1,55,157,5,32,5,5.0,512,1,,0.0,1,0,0,1,16.0,165,11,12.0,2560,1600
12990000,i3-1315U,7,6.0,8.0,10,4.5,4.5,1,15,55,3,8,4,5.0,256,1,,0.0,1,0,0,1,15.0,60,11,12.0,1920,1080
14490000,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,15,55,5,8,4,5.0,512,1,,0.0,1,0,0,1,16.0,60,11,24.0,1920,1200
15190000,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,15,55,5,16,4,5.0,512,1,,0.0,1,0,0,0,14.0,60,11,24.0,1920,1080
23590000,i5-12450HX,7,8.0,12.0,12,4.4,4.4,1,55,157,5,8,5,5.0,512,1,,0.0,1,0,0,1,15.0,144,11,24.0,1920,1080
24990000,i5-12450H,7,8.0,12.0,12,4.4,4.4,1,45,95,5,32,5,5.0,512,1,,0.0,1,0,0,1,15.0,144,11,12.0,1920,1080
11290000,i3-1315U,7,6.0,8.0,10,4.5,4.5,1,15,55,3,16,4,5.0,512,1,,0.0,1,0,0,1,14.0,60,10,24.0,1920,1080
31990000,i7-12700H,7,14.0,20.0,24,4.7,4.7,1,45,115,7,64,4,5.0,1024,1,3060,12.0,0,0,1,0,15.0,165,11,24.0,2560,1440
33990000,i7-1360P,7,12.0,16.0,18,5.0,5.0,1,28,64,7,16,5,5.0,512,1,,0.0,1,0,0,1,16.0,60,11,12.0,2560,1600
38990000,i7-13700,7,16.0,24.0,30,1.5,5.1,1,65,219,7,16,5,5.0,512,1,,0.0,1,0,0,1,16.0,144,10,24.0,1920,1200
10390000,i3-1215U,7,6.0,8.0,10,4.4,4.4,1,15,55,3,8,4,5.0,256,1,,0.0,1,0,0,0,15.0,60,11,12.0,1920,1080
35990000,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,15,55,7,16,5,5.0,512,1,,0.0,1,0,0,1,13.0,60,11,36.0,1920,1200
97990000,i9-13900H,7,14.0,20.0,24,5.4,5.4,1,45,115,9,32,5,5.0,1024,1,,0.0,1,0,0,0,16.0,60,11,36.0,1920,1200
15990000,i5-1235U,7,10.0,12.0,12,4.4,4.4,1,15,55,5,8,4,5.0,512,1,,0.0,1,0,0,1,14.0,60,11,15.0,1920,1080
16990000,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,15,55,5,16,4,5.0,512,1,,0.0,1,0,0,0,14.0,60,11,12.0,1920,1080
23990000,Ryzen 5 6600H,6,6.0,12.0,19,3.3,4.5,0,45,45,5,16,5,5.0,512,1,,0.0,1,0,0,1,15.0,120,11,24.0,1920,1080
19890000,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,15,55,7,16,4,5.0,512,1,,0.0,1,0,0,0,14.0,60,11,12.0,1920,1080
21990000,i9-13900H,7,14.0,20.0,24,5.4,5.4,1,45,115,9,16,4,5.0,512,1,,0.0,1,0,0,0,15.0,60,11,24.0,1920,1080
60990000,Ryzen 9 7945HX,5,16.0,32.0,80,2.5,5.4,0,55,75,9,64,5,5.0,1024,1,4080,16.0,0,0,1,1,17.0,240,11,24.0,2560,1440
25390000,i7-1360P,7,12.0,16.0,18,5.0,5.0,1,28,64,7,64,4,5.0,512,1,,0.0,1,0,0,1,15.0,60,10,24.0,1920,1080
14790000,i3-1315U,7,6.0,8.0,10,4.5,4.5,1,15,55,3,8,4,5.0,256,1,,0.0,1,0,0,1,15.0,60,11,12.0,1920,1080
16490000,i5-13420H,7,8.0,12.0,12,4.6,4.6,1,45,95,5,32,4,5.0,512,1,,0.0,1,0,0,1,15.0,60,11,12.0,1920,1080
28490000,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,15,55,7,16,4,5.0,512,1,,0.0,1,0,0,1,15.0,60,11,12.0,1920,1080
24990000,i5-1340P,7,12.0,16.0,12,4.6,4.6,1,28,64,5,16,5,5.0,512,1,,0.0,1,0,0,0,14.0,90,11,24.0,2880,1800
12470000,i3-1315U,7,6.0,8.0,10,4.5,4.5,1,15,55,3,16,4,5.0,512,1,,0.0,1,0,0,1,15.0,60,10,24.0,1920,1080
22990000,120U,7,10.0,12.0,12,0.9,5.0,1,15,55,5,32,5,5.0,512,1,,0.0,1,0,0,1,14.0,60,11,12.0,1920,1200
21690000,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,15,55,5,8,4,5.0,256,1,,0.0,1,0,0,1,14.0,60,10,12.0,1920,1080
44290000,155H,7,16.0,22.0,24,0.9,4.8,1,28,115,7,16,5,5.0,512,1,,0.0,1,0,0,0,15.0,60,11,12.0,1920,1080
18590000,Ryzen 5 7530U,7,6.0,12.0,19,2.0,4.5,0,15,15,5,16,4,4.0,1024,1,,0.0,1,0,0,1,14.0,60,11,12.0,1920,1080
19990000,i5-12450H,7,8.0,12.0,12,4.4,4.4,1,45,95,5,16,5,5.0,512,1,,0.0,1,0,0,0,16.0,60,10,12.0,1920,1080
33990000,i5-1340P,7,12.0,16.0,12,4.6,4.6,1,28,64,5,16,5,5.0,512,1,,0.0,1,0,0,0,16.0,120,11,12.0,2560,1600
14190000,i5-12450H,7,8.0,12.0,12,4.4,4.4,1,45,95,5,16,5,5.0,1024,1,,0.0,1,0,0,1,14.0,60,11,24.0,1920,1080
29990000,155H,7,16.0,22.0,24,0.9,4.8,1,28,115,7,16,5,5.0,512,1,,0.0,1,0,0,1,15.0,144,11,24.0,1920,1080
23990000,i7-13620H,7,10.0,16.0,24,4.9,4.9,1,45,115,7,32,5,5.0,512,1,,0.0,1,0,0,1,15.0,144,11,12.0,1920,1080
23990000,Ryzen 5 7535HS,6,6.0,12.0,19,3.3,4.55,0,35,54,5,8,5,5.0,512,1,535,4.0,0,1,0,1,15.0,144,11,24.0,1920,1080
36990000,i7-13700,7,16.0,24.0,30,1.5,5.1,1,65,219,7,32,5,5.0,512,1,,0.0,1,0,0,1,16.0,165,11,36.0,2560,1600
8690000,i3-1215U,7,6.0,8.0,10,4.4,4.4,1,15,55,3,32,4,5.0,256,1,,0.0,1,0,0,0,15.0,60,11,12.0,1920,1080
45990000,155H,7,16.0,22.0,24,0.9,4.8,1,28,115,7,16,5,5.0,512,1,,0.0,1,0,0,0,14.0,120,11,24.0,2880,1800
58990000,i9-13900,7,24.0,32.0,36,1.5,5.2,1,65,219,9,16,5,5.0,512,1,,0.0,1,0,0,0,15.0,60,10,36.0,1920,1080
68990000,i7-13700,7,16.0,24.0,30,1.5,5.1,1,65,219,7,64,5,5.0,2048,1,4060,8.0,0,0,1,1,16.0,120,11,24.0,2560,1600
18990000,i5-12450H,7,8.0,12.0,12,4.4,4.4,1,45,95,5,32,4,5.0,512,1,,0.0,1,0,0,1,15.0,60,11,12.0,1920,1080
64990000,i9-12900,7,16.0,24.0,30,1.8,5.0,1,65,202,9,32,5,5.0,1024,1,3060,12.0,0,0,1,0,16.0,60,11,24.0,3840,2400
40890000,i7-1270P,7,12.0,16.0,18,4.8,4.8,1,28,64,7,16,6,5.0,512,1,,0.0,1,0,0,0,14.0,60,10,36.0,1920,1080
14290000,i5-1235U,7,10.0,12.0,12,4.4,4.4,1,15,55,5,8,4,5.0,512,1,,0.0,1,0,0,0,15.0,120,11,12.0,1920,1080
69900000,i7-1185G7,10,4.0,8.0,12,1.2,4.8,1,12,28,7,32,4,4.0,1024,1,,0.0,1,0,0,0,15.0,60,10,12.0,2496,1664
14990000,i3-1315U,7,6.0,8.0,10,4.5,4.5,1,15,55,3,8,4,5.0,256,1,,0.0,1,0,0,1,14.0,60,11,12.0,1920,1080
16990000,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,15,55,5,16,4,5.0,512,1,,0.0,1,0,0,1,15.0,60,11,24.0,1920,1080
8790000,i3-1115G4,10,2.0,4.0,6,1.7,4.1,1,12,28,3,8,4,4.0,256,1,,0.0,1,0,0,0,15.0,60,11,12.0,1920,1080
16990000,i5-12450H,7,8.0,12.0,12,4.4,4.4,1,45,95,5,64,4,5.0,512,1,,0.0,1,0,0,1,15.0,144,11,24.0,1920,1080
39990000,i7-13620H,7,10.0,16.0,24,4.9,4.9,1,45,115,7,64,5,5.0,1024,1,4070,12.0,0,0,1,1,15.0,144,11,24.0,1920,1080
23590000,125H,7,14.0,18.0,18,0.7,4.5,1,28,115,5,16,5,5.0,512,1,,0.0,1,0,0,1,14.0,120,11,12.0,2560,1440
12290000,Ryzen 7 5700U,7,8.0,16.0,12,1.8,4.3,0,10,25,7,16,4,4.0,512,1,,0.0,1,0,0,1,14.0,60,11,12.0,1920,1200
17290000,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,15,55,7,8,4,5.0,512,1,,0.0,1,0,0,0,15.0,60,11,24.0,1920,1080
22990000,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,15,55,7,16,5,5.0,512,1,,0.0,1,0,0,1,14.0,60,11,12.0,1920,1200
28590000,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,15,55,7,16,4,5.0,512,1,,0.0,1,0,0,1,14.0,60,10,12.0,1920,1080
64590000,i9-14900HX,7,24.0,32.0,36,1.6,5.8,1,55,157,9,32,5,5.0,1024,1,4070,12.0,0,0,1,1,16.0,165,11,24.0,3200,2000
78790000,i9-14900HX,7,24.0,32.0,36,1.6,5.8,1,55,157,9,32,5,5.0,1024,1,4080,16.0,0,0,1,1,16.0,250,11,12.0,2560,1600
53990000,i9-14900HX,7,24.0,32.0,36,1.6,5.8,1,55,157,9,64,5,5.0,1024,1,4070,12.0,0,0,1,1,16.0,240,11,24.0,2560,1600
57990000,Ryzen 9 8945HS,4,8.0,16.0,24,4.0,5.2,0,35,54,9,32,5,5.0,1024,1,4060,8.0,0,0,1,0,14.0,120,11,24.0,2880,1800
25990000,125H,7,14.0,18.0,18,0.7,4.5,1,28,115,5,16,5,5.0,1024,1,540,4.0,0,1,0,0,14.0,120,11,24.0,2880,1800
15290000,i5-1235U,7,10.0,12.0,12,4.4,4.4,1,15,55,5,16,4,5.0,512,1,,0.0,1,0,0,0,15.0,60,11,12.0,1920,1080
28990000,150U,7,10.0,12.0,12,1.2,5.4,1,15,55,7,16,5,5.0,1024,1,,0.0,1,0,0,0,14.0,60,11,12.0,2240,1400
37990000,i5-13500HX,7,14.0,20.0,24,4.7,4.7,1,55,157,5,32,5,5.0,512,1,4060,8.0,0,0,1,1,16.0,165,11,12.0,2560,1600
68990000,i7-12700H,7,14.0,20.0,24,4.7,4.7,1,45,115,7,16,5,5.0,2048,1,3070 Ti,8.0,0,0,1,0,16.0,240,11,12.0,2560,1600
54690000,i7-13700,7,16.0,24.0,30,1.5,5.1,1,65,219,7,64,5,5.0,1024,1,4060,8.0,0,0,1,1,14.0,240,11,24.0,2560,1600
15790000,i3-1315U,7,6.0,8.0,10,4.5,4.5,1,15,55,3,8,4,5.0,512,1,,0.0,1,0,0,1,15.0,60,11,12.0,1920,1080
18790000,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,15,55,5,8,4,5.0,512,1,,0.0,1,0,0,1,15.0,60,11,12.0,1920,1080
17990000,i7-1255U,7,10.0,12.0,12,4.7,4.7,1,15,55,7,16,4,5.0,512,1,,0.0,1,0,0,1,15.0,60,11,16.0,1920,1080
21990000,125H,7,14.0,18.0,18,0.7,4.5,1,28,115,5,16,5,5.0,512,1,,0.0,1,0,0,0,16.0,120,11,24.0,2048,1280
22390000,i9-13900H,7,14.0,20.0,24,5.4,5.4,1,45,115,9,16,4,5.0,512,1,,0.0,1,0,0,0,14.0,90,11,24.0,2880,1800
43990000,155U,7,12.0,14.0,12,1.2,4.8,1,15,57,7,32,5,5.0,1024,1,,0.0,1,0,0,0,13.0,60,11,24.0,2880,1800
23990000,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,15,55,5,8,4,5.0,256,1,,0.0,1,0,0,1,14.0,60,10,36.0,1920,1080
18190000,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,15,55,5,8,4,5.0,512,1,,0.0,1,0,0,1,15.0,60,11,12.0,1920,1080
21990000,i5-1340P,7,12.0,16.0,12,4.6,4.6,1,28,64,5,16,4,5.0,512,1,,0.0,1,0,0,1,15.0,60,11,12.0,1920,1080
22390000,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,15,55,5,8,5,5.0,256,1,,0.0,1,0,0,1,13.0,60,10,12.0,1920,1080
16990000,i5-1235U,7,10.0,12.0,12,4.4,4.4,1,15,55,5,8,4,5.0,512,1,,0.0,1,0,0,1,15.0,60,10,24.0,1920,1080
25390000,i7-1360P,7,12.0,16.0,18,5.0,5.0,1,28,64,7,64,4,5.0,512,1,,0.0,1,0,0,1,15.0,60,10,24.0,1920,1080
15990000,i5-1235U,7,10.0,12.0,12,4.4,4.4,1,15,55,5,8,4,5.0,512,1,,0.0,1,0,0,1,14.0,60,11,15.0,1920,1080
12990000,i3-1315U,7,6.0,8.0,10,4.5,4.5,1,15,55,3,8,4,5.0,256,1,,0.0,1,0,0,1,15.0,60,11,12.0,1920,1080
16900000,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,15,55,5,16,4,5.0,512,1,,0.0,1,0,0,0,15.0,60,11,12.0,1920,1080
124990000,i9-13980HX,7,24.0,32.0,36,5.6,5.6,1,55,157,9,64,5,5.0,2048,1,4090,24.0,0,0,1,0,16.0,165,11,36.0,3200,2000
15990000,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,15,55,5,16,4,5.0,512,1,,0.0,1,0,0,1,14.0,60,11,24.0,1920,1080
8990000,i3-1215U,7,6.0,8.0,10,4.4,4.4,1,15,55,3,32,4,5.0,512,1,,0.0,1,0,0,0,15.0,60,11,12.0,1920,1080
12290000,i3-1305U,7,5.0,6.0,10,4.5,4.5,1,15,55,3,8,4,5.0,512,1,,0.0,1,0,0,1,14.0,60,11,12.0,1920,1080
32990000,i7-13700,7,16.0,24.0,30,1.5,5.1,1,65,219,7,16,5,5.0,512,1,4060,8.0,0,0,1,1,16.0,60,11,12.0,1920,1080
10890000,i3-1215U,7,6.0,8.0,10,4.4,4.4,1,15,55,3,8,4,5.0,512,1,,0.0,1,0,0,0,15.0,60,11,12.0,1920,1080
20690000,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,15,55,7,16,4,5.0,512,1,,0.0,1,0,0,1,14.0,60,11,12.0,1920,1080
18690000,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,15,55,5,16,4,5.0,512,1,,0.0,1,0,0,1,14.0,60,11,12.0,1920,1080
35990000,185H,7,16.0,22.0,24,1.8,5.1,1,45,115,9,32,5,5.0,1024,1,,0.0,1,0,0,0,14.0,120,11,24.0,2880,1800
23674000,i7-1360P,7,12.0,16.0,18,5.0,5.0,1,28,64,7,16,4,5.0,512,1,,0.0,1,0,0,1,14.0,60,11,24.0,1920,1080
23190000,i5-1340P,7,12.0,16.0,12,4.6,4.6,1,28,64,5,16,5,5.0,512,1,540,4.0,0,1,0,0,14.0,60,11,24.0,1920,1080
15290000,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,15,55,5,8,4,5.0,256,1,540,4.0,0,1,0,1,15.0,60,10,12.0,1920,1080
23590000,i5-13420H,7,8.0,12.0,12,4.6,4.6,1,45,95,5,32,5,5.0,512,1,,0.0,1,0,0,1,15.0,144,11,12.0,1920,1080
13990000,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,15,55,5,8,4,5.0,512,1,,0.0,1,0,0,0,15.0,60,11,24.0,1920,1080
23990000,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,15,55,7,16,4,5.0,512,1,,0.0,1,0,0,1,14.0,60,11,12.0,1920,1080
27990000,i5-1235U,7,10.0,12.0,12,4.4,4.4,1,15,55,5,128,5,5.0,256,1,,0.0,1,0,0,0,13.0,120,11,12.0,2880,1920
20990000,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,15,55,5,16,4,5.0,512,1,,0.0,1,0,0,1,15.0,60,11,12.0,1920,1080
22390000,Ryzen 7 7735HS,6,8.0,16.0,20,3.2,4.75,0,35,54,7,32,5,5.0,512,1,RX 7600,8.0,0,1,0,0,16.0,165,11,24.0,1920,1200
16190000,i5-1334U,7,10.0,12.0,12,4.6,4.6,1,15,55,5,8,4,5.0,512,1,,0.0,1,0,0,0,15.0,60,11,12.0,1920,1080
37990000,i7-1360P,7,12.0,16.0,18,5.0,5.0,1,28,64,7,16,5,5.0,1024,1,,0.0,1,0,0,1,17.0,60,11,12.0,2560,1600
37990000,i7-12700H,7,14.0,20.0,24,4.7,4.7,1,45,115,7,64,4,5.0,1024,1,3070,8.0,0,0,1,1,15.0,165,11,24.0,2560,1440
21990000,i5-1340P,7,12.0,16.0,12,4.6,4.6,1,28,64,5,64,4,5.0,512,1,,0.0,1,0,0,1,14.0,60,10,24.0,1920,1080
38990000,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,15,55,7,32,5,5.0,1024,1,,0.0,1,0,0,0,13.0,60,11,24.0,2880,1800
30390000,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,15,55,5,8,5,5.0,256,1,,0.0,1,0,0,1,14.0,60,10,36.0,1920,1200
30290000,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,15,55,7,16,4,5.0,512,1,,0.0,1,0,0,1,14.0,60,10,12.0,1920,1080
21990000,125H,7,14.0,18.0,18,0.7,4.5,1,28,115,5,16,5,5.0,512,1,,0.0,1,0,0,1,14.0,55,11,12.0,2240,1400
12190000,i3-1305U,7,5.0,6.0,10,4.5,4.5,1,15,55,3,16,4,5.0,512,1,,0.0,1,0,0,0,15.0,120,11,12.0,1920,1080
17990000,i5-12450H,7,8.0,12.0,12,4.4,4.4,1,45,95,5,16,5,5.0,512,1,,0.0,1,0,0,0,16.0,60,10,12.0,1920,1080
12690000,i5-12500H,7,12.0,16.0,18,4.5,4.5,1,45,95,5,16,4,5.0,512,1,,0.0,1,0,0,1,15.0,60,11,12.0,1920,1080
34590000,125H,7,14.0,18.0,18,0.7,4.5,1,28,115,5,16,5,5.0,512,1,,0.0,1,0,0,1,14.0,60,11,12.0,1920,1200
97990000,i9-14900HX,7,24.0,32.0,36,1.6,5.8,1,55,157,9,64,5,5.0,1024,1,4090,24.0,0,0,1,1,16.0,240,11,24.0,2560,1600
15990000,Ryzen 7 7730U,7,8.0,16.0,20,2.0,4.5,0,15,15,7,16,4,4.0,512,1,,0.0,1,0,0,0,15.0,60,11,24.0,1920,1080
