Price,CPU Name,CPU Achitecture,CPU Core,CPU Thread,CPU Base Clock,CPU Max Clock,RAM,Memory Type,Max DDR Support,Storage,Storage Type,GPU VRAM,Display Type,Display Size,Display Frequency,OS,Warrant,Display Width,Display Height
75690000,155H,7,16.0,22.0,0.9,4.8,64,5,4.0,1024,1,0.0,1,14.5,60,11,12.0,3200,2000
18190000,i5-1335U,7,10.0,12.0,4.6,4.6,8,4,4.0,512,1,0.0,3,15.6,60,11,12.0,1920,1080
57990000,Ryzen 9 8945HS,4,8.0,16.0,4.0,5.2,32,5,5.0,1024,1,8.0,3,14.0,120,11,24.0,2880,1800
16490000,i5-13420H,7,8.0,12.0,4.6,4.6,32,4,4.0,512,1,0.0,3,15.6,60,11,12.0,1920,1080
30390000,Ryzen 7 7735HS,6,8.0,16.0,3.2,4.75,24,5,5.0,512,1,0.0,3,14.0,144,11,24.0,1920,1200
30990000,i7-1360P,7,12.0,16.0,5.0,5.0,16,5,4.0,1024,1,0.0,3,17.0,60,11,12.0,2560,1600
18590000,i5-13500H,7,12.0,16.0,4.7,4.7,16,5,4.0,1024,1,0.0,1,14.0,60,11,36.0,1920,1200
13190000,i5-1335U,7,10.0,12.0,4.6,4.6,16,4,4.0,512,1,0.0,3,15.6,60,11,24.0,1920,1080
24990000,155H,7,16.0,22.0,0.9,4.8,32,5,4.0,512,1,0.0,1,14.0,60,11,24.0,1920,1200
15490000,i5-1335U,7,10.0,12.0,4.6,4.6,8,4,4.0,512,1,0.0,0,15.6,60,11,24.0,1920,1080
34990000,i7-13700HX,7,16.0,24.0,5.0,5.0,32,5,4.0,512,1,0.0,3,16.0,165,11,12.0,2560,1600
59450000,185H,7,16.0,22.0,1.8,5.1,32,5,4.0,1024,1,0.0,1,14.0,120,11,24.0,2880,1800
21990000,i9-13900H,7,14.0,20.0,5.4,5.4,16,5,4.0,512,1,0.0,3,15.6,60,11,12.0,1920,1080
18590000,Ryzen 5 7530U,7,6.0,12.0,2.0,4.5,16,4,4.0,1024,1,0.0,3,14.0,60,11,12.0,1920,1080
24790000,155H,7,16.0,22.0,0.9,4.8,16,5,4.0,512,1,0.0,3,14.0,60,11,12.0,2240,1400
37990000,i7-12700H,7,14.0,20.0,4.7,4.7,64,4,4.0,1024,1,8.0,3,15.0,165,11,24.0,2560,1440
22490000,i7-12650H,7,10.0,16.0,4.7,4.7,64,5,4.0,512,1,0.0,3,15.6,144,11,24.0,1920,1080
18290000,i5-1335U,7,10.0,12.0,4.6,4.6,16,4,4.0,512,1,0.0,0,14.0,60,11,12.0,1920,1080
28590000,155H,7,16.0,22.0,0.9,4.8,32,5,4.0,512,1,0.0,1,14.0,60,11,24.0,1920,1200
13990000,i5-1335U,7,10.0,12.0,4.6,4.6,8,4,4.0,256,1,0.0,1,14.0,60,11,24.0,1920,1080
39990000,i7-14700HX,7,20.0,28.0,1.5,5.5,64,5,4.0,1024,1,8.0,3,16.0,240,11,24.0,2560,1600
28390000,i7-13620H,7,10.0,16.0,4.9,4.9,16,5,4.0,512,1,0.0,3,15.6,144,11,24.0,1920,1080
27990000,i7-13700H,7,14.0,20.0,5.0,5.0,48,4,4.0,1024,1,0.0,3,16.0,60,11,24.0,1920,1200
39490000,155H,7,16.0,22.0,0.9,4.8,16,5,4.0,512,1,0.0,3,14.0,60,11,12.0,1920,1200
12190000,i3-1305U,7,5.0,6.0,4.5,4.5,16,4,4.0,512,1,0.0,0,15.6,120,11,12.0,1920,1080
56790000,i9-14900,7,24.0,32.0,1.5,5.4,32,5,4.0,1024,1,12.0,3,16.0,240,11,12.0,2560,1600
39999000,i7-13700H,7,14.0,20.0,5.0,5.0,32,5,4.0,1024,1,0.0,1,14.5,120,11,12.0,2880,1800
19990000,i5-12450H,7,8.0,12.0,4.4,4.4,64,4,4.0,512,1,0.0,3,15.6,144,11,24.0,1920,1080
12290000,i5-1235U,7,10.0,12.0,4.4,4.4,32,4,4.0,512,1,0.0,2,15.6,60,11,12.0,1920,1080
16490000,Ryzen 5 7535HS,6,6.0,12.0,3.3,4.55,32,5,5.0,512,1,4.0,3,15.6,144,11,24.0,1920,1080
14990000,i5-12450H,7,8.0,12.0,4.4,4.4,16,5,4.0,1024,1,0.0,3,15.6,60,11,24.0,1920,1080
21990000,i7-12700H,7,14.0,20.0,4.7,4.7,32,4,4.0,512,1,4.0,3,15.6,144,11,12.0,1920,1080
15990000,i5-1335U,7,10.0,12.0,4.6,4.6,16,4,4.0,512,1,0.0,0,15.6,120,11,12.0,1920,1080
17490000,i5-12450H,7,8.0,12.0,4.4,4.4,64,5,4.0,512,1,0.0,3,15.0,144,11,24.0,1920,1080
19790000,i5-13500H,7,12.0,16.0,4.7,4.7,64,5,4.0,512,1,0.0,3,16.0,60,11,24.0,1920,1200
32990000,i7-1355U,7,10.0,12.0,5.0,5.0,16,5,4.0,512,1,0.0,3,14.0,60,10,36.0,2240,1400
20790000,i5-1335U,7,10.0,12.0,4.6,4.6,8,4,4.0,512,1,0.0,3,14.0,60,11,12.0,1920,1080
14990000,i5-12450H,7,8.0,12.0,4.4,4.4,32,4,4.0,512,1,0.0,3,15.0,60,11,12.0,1920,1080
12990000,i3-1315U,7,6.0,8.0,4.5,4.5,8,4,4.0,256,1,0.0,3,15.6,60,11,12.0,1920,1080
23590000,i5-12450H,7,8.0,12.0,4.4,4.4,8,5,4.0,512,1,0.0,3,15.6,144,11,24.0,1920,1080
23990000,i7-1355U,7,10.0,12.0,5.0,5.0,16,4,4.0,512,1,0.0,3,14.0,60,11,12.0,1920,1080
19990000,i5-12450H,7,8.0,12.0,4.4,4.4,32,5,4.0,512,1,0.0,3,15.6,144,11,24.0,1920,1080
124990000,i9-13980HX,7,24.0,32.0,5.6,5.6,64,5,4.0,2048,1,24.0,0,16.0,165,11,36.0,3200,2000
25990000,125H,7,14.0,18.0,0.7,4.5,16,5,4.0,1024,1,4.0,1,14.0,120,11,24.0,2880,1800
23990000,i5-1230U,7,10.0,12.0,4.4,4.4,16,4,4.0,512,1,0.0,1,13.3,60,11,12.0,2880,1800
25990000,155H,7,16.0,22.0,0.9,4.8,32,5,4.0,512,1,0.0,1,16.0,120,11,24.0,2048,1280
36990000,i7-1355U,7,10.0,12.0,5.0,5.0,16,5,4.0,512,1,0.0,3,14.0,60,10,36.0,1920,1200
43990000,i7-13650HX,7,14.0,20.0,4.9,4.9,32,5,4.0,512,1,8.0,3,16.0,240,11,24.0,2560,1600
34990000,Ryzen 7 7840HS,4,8.0,16.0,3.8,5.1,32,5,5.0,512,1,8.0,3,16.0,165,11,36.0,2560,1600
14190000,i5-1235U,7,10.0,12.0,4.4,4.4,8,4,4.0,512,1,0.0,1,15.6,60,11,12.0,1920,1080
28790000,i7-13700H,7,14.0,20.0,5.0,5.0,16,5,4.0,512,1,0.0,3,16.1,60,11,12.0,1920,1080
26790000,125H,7,14.0,18.0,0.7,4.5,16,5,4.0,512,1,0.0,1,14.0,120,11,24.0,2880,1800
17490000,i5-13500H,7,12.0,16.0,4.7,4.7,16,4,4.0,512,1,0.0,1,14.0,90,11,24.0,2880,1800
29790000,i7-13620H,7,10.0,16.0,4.9,4.9,32,5,4.0,512,1,8.0,3,15.6,144,11,24.0,1920,1080
19990000,i5-12450H,7,8.0,12.0,4.4,4.4,32,4,4.0,512,1,0.0,3,15.0,144,11,12.0,1920,1080
9990000,i3-N305,7,8.0,8.0,3.8,3.8,16,5,4.0,512,1,0.0,3,14.0,60,11,12.0,1920,1080
149990000,i9-14900,7,24.0,32.0,1.5,5.4,128,5,4.0,128,1,24.0,3,18.0,120,11,36.0,1920,1080
25990000,120U,7,10.0,12.0,0.9,5.0,16,5,4.0,512,1,0.0,1,14.0,60,11,12.0,2240,1400
21990000,i5-1340P,7,12.0,16.0,4.6,4.6,16,4,4.0,512,1,0.0,3,15.6,60,11,12.0,1920,1080
35990000,Ryzen 7 7840HS,4,8.0,16.0,3.8,5.1,32,5,5.0,512,1,8.0,3,16.0,165,11,12.0,2560,1600
24990000,i5-12450H,7,8.0,12.0,4.4,4.4,32,5,4.0,512,1,0.0,3,15.6,144,11,12.0,1920,1080
11190000,i3-1315U,7,6.0,8.0,4.5,4.5,8,4,4.0,256,1,0.0,1,14.0,60,11,24.0,1920,1080
15290000,i5-1235U,7,10.0,12.0,4.4,4.4,16,4,4.0,512,1,0.0,1,15.6,60,11,12.0,1920,1080
17990000,i5-1335U,7,10.0,12.0,4.6,4.6,32,4,4.0,512,1,0.0,3,14.0,60,10,24.0,1920,1200
14900000,i5-1235U,7,10.0,12.0,4.4,4.4,32,4,4.0,256,1,0.0,1,14.0,60,10,12.0,1920,1080
26590000,i5-13450HX,7,10.0,16.0,4.6,4.6,32,5,4.0,512,1,0.0,3,15.6,144,11,24.0,1920,1080
15290000,i5-1235U,7,10.0,12.0,4.4,4.4,16,4,4.0,512,1,0.0,1,15.6,60,11,12.0,1920,1080
37990000,i5-13500HX,7,14.0,20.0,4.7,4.7,32,5,4.0,512,1,8.0,3,16.0,165,11,12.0,2560,1600
18990000,i5-1335U,7,10.0,12.0,4.6,4.6,16,5,4.0,512,1,0.0,3,14.0,60,11,12.0,1920,1200
28990000,i5-1340P,7,12.0,16.0,4.6,4.6,16,5,4.0,512,1,0.0,3,14.0,60,11,12.0,1920,1080
13790000,Ryzen 5 7530U,7,6.0,12.0,2.0,4.5,8,4,4.0,512,1,0.0,1,14.0,90,11,24.0,2880,1800
64590000,i9-14900,7,24.0,32.0,1.5,5.4,32,5,4.0,1024,1,12.0,3,16.0,165,11,24.0,3200,2000
17990000,i7-1355U,7,10.0,12.0,5.0,5.0,16,4,4.0,512,1,0.0,0,15.6,120,11,12.0,1920,1080
18990000,i5-1335U,7,10.0,12.0,4.6,4.6,32,4,4.0,512,1,0.0,3,16.0,60,10,24.0,1920,1200
16990000,i5-1240P,7,12.0,16.0,4.4,4.4,16,4,4.0,512,1,0.0,3,14.0,60,11,12.0,2560,1440
20490000,i7-13700H,7,14.0,20.0,5.0,5.0,16,4,4.0,512,1,0.0,1,15.6,60,11,24.0,1920,1080
21490000,155H,7,16.0,22.0,0.9,4.8,32,5,4.0,512,1,0.0,3,21.2,120,11,24.0,1920,1080
17990000,i5-12450H,7,8.0,12.0,4.4,4.4,8,5,4.0,512,1,0.0,3,15.6,144,11,24.0,1920,1080
19490000,i5-13420H,7,8.0,12.0,4.6,4.6,32,5,4.0,512,1,0.0,3,15.6,144,11,12.0,1920,1080
25990000,125H,7,14.0,18.0,0.7,4.5,16,5,4.0,1024,1,4.0,1,14.0,120,11,24.0,2880,1800
13990000,i5-1235U,7,10.0,12.0,4.4,4.4,8,4,4.0,512,1,0.0,1,15.6,120,11,12.0,1920,1080
30990000,i5-1340P,7,12.0,16.0,4.6,4.6,16,5,4.0,512,1,0.0,3,16.0,60,10,12.0,2560,1600
23990000,i7-1355U,7,10.0,12.0,5.0,5.0,16,5,4.0,512,1,0.0,3,14.0,60,11,12.0,1920,1200
20990000,125H,7,14.0,18.0,0.7,4.5,16,5,4.0,512,1,0.0,1,14.0,60,10,24.0,1920,1200
15990000,i5-13420H,7,8.0,12.0,4.6,4.6,32,4,4.0,512,1,0.0,3,15.0,60,11,12.0,1920,1080
19990000,i5-1335U,7,10.0,12.0,4.6,4.6,16,4,4.0,512,1,0.0,0,15.0,120,11,12.0,1920,1080
20990000,i5-1335U,7,10.0,12.0,4.6,4.6,8,5,4.0,512,1,0.0,1,14.0,60,11,12.0,1920,1200
25390000,i7-1360P,7,12.0,16.0,5.0,5.0,64,4,4.0,512,1,0.0,3,15.0,60,10,24.0,1920,1080
17990000,i5-12450H,7,8.0,12.0,4.4,4.4,32,4,4.0,512,1,0.0,3,15.0,144,11,12.0,1920,1080
25490000,i7-1355U,7,10.0,12.0,5.0,5.0,16,4,4.0,512,1,4.0,3,13.3,60,11,12.0,1920,1080
23990000,i5-1340P,7,12.0,16.0,4.6,4.6,16,5,4.0,256,1,0.0,3,14.0,60,11,12.0,1920,1200
19990000,i5-1340P,7,12.0,16.0,4.6,4.6,8,4,4.0,512,1,0.0,3,14.0,60,11,12.0,1920,1080
27490000,Ryzen 7 7735HS,6,8.0,16.0,3.2,4.75,32,5,5.0,1024,1,8.0,3,15.6,144,11,24.0,1920,1080
27990000,Ryzen 7 8845HS,4,8.0,16.0,3.8,5.1,16,5,5.0,512,1,0.0,3,15.6,144,11,24.0,1920,1080
17990000,i7-13620H,7,10.0,16.0,4.9,4.9,16,5,4.0,1024,1,0.0,3,15.6,60,11,24.0,1920,1080
16990000,i5-1335U,7,10.0,12.0,4.6,4.6,16,4,4.0,512,1,0.0,3,14.0,60,11,14.0,1920,1080
10290000,i3-1215U,7,6.0,8.0,4.4,4.4,8,4,4.0,256,1,0.0,3,14.0,60,11,12.0,1920,1080
13390000,i5-13420H,7,8.0,12.0,4.6,4.6,16,4,4.0,512,1,0.0,3,14.0,60,10,24.0,1920,1080
20990000,i7-12650H,7,10.0,16.0,4.7,4.7,32,4,4.0,512,1,0.0,3,15.0,144,11,12.0,1920,1080
23590000,i5-13420H,7,8.0,12.0,4.6,4.6,32,5,4.0,512,1,0.0,3,15.6,144,11,12.0,1920,1080
33490000,i5-13500HX,7,14.0,20.0,4.7,4.7,32,5,4.0,512,1,0.0,3,16.0,165,11,12.0,2560,1600
25790000,i5-12450H,7,8.0,12.0,4.4,4.4,32,5,4.0,512,1,0.0,3,15.6,144,11,12.0,1920,1080
20590000,i5-1335U,7,10.0,12.0,4.6,4.6,16,4,4.0,512,1,0.0,3,14.0,60,10,12.0,1920,1080
14990000,i5-1335U,7,10.0,12.0,4.6,4.6,8,4,4.0,256,1,0.0,0,15.6,120,11,12.0,1920,1080
14990000,i3-1315U,7,6.0,8.0,4.5,4.5,8,4,4.0,256,1,0.0,3,14.0,60,11,12.0,1920,1080
21990000,125H,7,14.0,18.0,0.7,4.5,16,5,4.0,512,1,0.0,1,16.0,120,11,24.0,2048,1280
18990000,i7-1355U,7,10.0,12.0,5.0,5.0,16,4,4.0,512,1,0.0,0,14.0,60,11,24.0,1920,1080
23990000,i7-1355U,7,10.0,12.0,5.0,5.0,32,4,4.0,512,1,0.0,3,16.0,60,11,24.0,1920,1200
19990000,i5-12500,7,6.0,12.0,4.6,4.6,16,4,4.0,512,1,0.0,1,14.0,90,11,24.0,2880,1800
29900000,i5-1340P,7,12.0,16.0,4.6,4.6,16,5,4.0,512,1,0.0,3,16.0,60,10,12.0,2560,1600
46990000,155H,7,16.0,22.0,0.9,4.8,16,5,4.0,1024,1,0.0,3,17.0,60,11,12.0,2560,1600
30990000,i7-13620H,7,10.0,16.0,4.9,4.9,32,5,4.0,512,1,0.0,3,15.6,144,11,24.0,1920,1080
17490000,i7-1355U,7,10.0,12.0,5.0,5.0,16,5,4.0,512,1,0.0,3,15.0,60,11,12.0,1920,1080
31990000,i7-1360P,7,12.0,16.0,5.0,5.0,16,5,4.0,256,1,0.0,3,17.0,60,11,12.0,2560,1600
14990000,Ryzen 7 7730U,7,8.0,16.0,2.0,4.5,16,4,4.0,512,1,0.0,3,16.0,60,11,24.0,1920,1200
43990000,i7-13620H,7,10.0,16.0,4.9,4.9,48,4,4.0,512,1,0.0,3,16.0,240,11,24.0,2560,1600
17490000,i5-1335U,7,10.0,12.0,4.6,4.6,8,4,4.0,512,1,0.0,3,14.0,60,11,12.0,1920,1080
51790000,i7-14700HX,7,20.0,28.0,1.5,5.5,32,5,4.0,1024,1,12.0,3,16.0,240,11,12.0,2560,1600
16990000,i5-1335U,7,10.0,12.0,4.6,4.6,8,4,4.0,512,1,0.0,0,14.0,60,11,12.0,1920,1080
14990000,i5-1135G7,10,4.0,8.0,0.9,4.2,8,4,4.0,256,1,0.0,3,14.0,60,10,36.0,1920,1080
25900000,i7-12700H,7,14.0,20.0,4.7,4.7,32,4,4.0,512,1,4.0,3,15.6,144,11,12.0,1920,1080
18990000,i5-1335U,7,10.0,12.0,4.6,4.6,16,5,4.0,512,1,0.0,3,14.0,60,11,12.0,1920,1200
8790000,i3-1115G4,10,2.0,4.0,1.7,4.1,8,4,4.0,256,1,0.0,1,15.6,60,11,12.0,1920,1080
19490000,i5-12500,7,6.0,12.0,4.6,4.6,32,4,4.0,512,1,0.0,3,15.6,144,11,18.0,1920,1080
12290000,Ryzen 7 5700U,7,8.0,16.0,1.8,4.3,16,4,4.0,512,1,0.0,3,14.0,60,11,12.0,1920,1200
18490000,i5-13420H,7,8.0,12.0,4.6,4.6,32,4,4.0,512,1,0.0,3,15.0,144,11,12.0,1920,1080
11990000,Ryzen 7 7730U,7,8.0,16.0,2.0,4.5,8,4,4.0,512,1,0.0,3,14.0,60,11,24.0,1920,1080
21390000,i5-12500,7,6.0,12.0,4.6,4.6,32,4,4.0,512,1,4.0,3,15.6,144,11,12.0,1920,1080
28990000,150U,7,10.0,12.0,1.2,5.4,16,5,4.0,1024,1,0.0,1,14.0,60,11,12.0,2240,1400
86990000,i9-14900,7,24.0,32.0,1.5,5.4,64,5,4.0,1024,1,8.0,1,16.0,165,11,24.0,2560,1600
21399000,i9-13900H,7,14.0,20.0,5.4,5.4,16,4,4.0,512,1,0.0,3,14.0,60,11,24.0,1920,1200
35990000,i7-1355U,7,10.0,12.0,5.0,5.0,16,5,4.0,512,1,0.0,3,13.3,60,11,36.0,1920,1200
10290000,i3-1315U,7,6.0,8.0,4.5,4.5,8,4,4.0,512,1,0.0,0,15.6,60,11,24.0,1920,1080
26590000,i7-13700H,7,14.0,20.0,5.0,5.0,16,5,4.0,512,1,0.0,1,14.0,90,11,12.0,2880,1800
47990000,i7-1370P,7,14.0,20.0,5.2,5.2,32,4,4.0,1024,1,0.0,3,14.0,60,11,36.0,1920,1080
35790000,i5-13500HX,7,14.0,20.0,4.7,4.7,32,5,4.0,512,1,8.0,3,16.0,165,11,12.0,1920,1200
18190000,i5-1335U,7,10.0,12.0,4.6,4.6,8,4,4.0,512,1,0.0,3,15.6,60,11,12.0,1920,1080
17990000,i5-13500H,7,12.0,16.0,4.7,4.7,64,5,4.0,512,1,0.0,3,14.0,60,10,24.0,1920,1200
26790000,i7-1360P,7,12.0,16.0,5.0,5.0,16,5,4.0,512,1,0.0,3,14.0,60,11,12.0,1920,1200
37990000,i7-1360P,7,12.0,16.0,5.0,5.0,16,5,4.0,1024,1,0.0,3,17.0,60,11,12.0,2560,1600
35990000,165H,7,16.0,22.0,0.9,5.0,32,5,4.0,512,1,8.0,3,16.0,165,11,12.0,2560,1600
29990000,155H,7,16.0,22.0,0.9,4.8,16,5,4.0,512,1,0.0,3,15.6,144,11,24.0,1920,1080
51490000,125H,7,14.0,18.0,0.7,4.5,16,5,4.0,1024,1,0.0,1,13.4,60,11,12.0,1920,1200
25990000,i7-13620H,7,10.0,16.0,4.9,4.9,32,5,4.0,512,1,0.0,3,15.6,144,11,24.0,1920,1080
29990000,i5-13450HX,7,10.0,16.0,4.6,4.6,32,5,4.0,512,1,0.0,3,16.0,165,11,24.0,1920,1200
16190000,i5-1334U,7,10.0,12.0,4.6,4.6,8,4,4.0,512,1,0.0,1,15.0,60,11,12.0,1920,1080
15999000,i5-12450H,7,8.0,12.0,4.4,4.4,32,4,4.0,512,1,0.0,3,15.0,60,11,12.0,1920,1080
22990000,120U,7,10.0,12.0,0.9,5.0,32,5,4.0,512,1,0.0,3,14.0,60,11,12.0,1920,1200
28990000,i5-1340P,7,12.0,16.0,4.6,4.6,16,5,4.0,512,1,0.0,3,14.0,60,11,12.0,1920,1080
32590000,i9-13900H,7,14.0,20.0,5.4,5.4,32,5,4.0,512,1,8.0,3,15.6,144,11,12.0,1920,1080
63590000,155U,7,12.0,14.0,1.2,4.8,32,5,4.0,1024,1,0.0,1,13.3,60,11,24.0,2880,1800
25490000,i5-1340P,7,12.0,16.0,4.6,4.6,16,5,4.0,512,1,4.0,1,16.0,60,11,12.0,1920,1200
35990000,i5-13500HX,7,14.0,20.0,4.7,4.7,32,5,4.0,512,1,8.0,3,16.0,165,11,12.0,2560,1600
14990000,i5-13420H,7,8.0,12.0,4.6,4.6,32,4,4.0,512,1,0.0,3,15.0,60,11,12.0,1920,1080
43990000,155U,7,12.0,14.0,1.2,4.8,32,5,4.0,1024,1,0.0,1,13.0,60,11,24.0,2880,1800
15990000,i5-1235U,7,10.0,12.0,4.4,4.4,8,4,4.0,512,1,0.0,3,14.0,60,11,15.0,1920,1080
19900000,i5-1335U,7,10.0,12.0,4.6,4.6,8,4,4.0,256,1,0.0,3,14.0,60,10,12.0,1920,1080
65990000,i9-14900,7,24.0,32.0,1.5,5.4,32,5,4.0,1024,1,12.0,3,16.0,165,11,24.0,3200,2000
22990000,i5-13500H,7,12.0,16.0,4.7,4.7,16,5,4.0,512,1,0.0,1,14.0,90,11,12.0,2880,1800
12290000,Ryzen 7 7730U,7,8.0,16.0,2.0,4.5,8,4,4.0,512,1,0.0,3,14.0,60,11,24.0,1920,1080
32990000,i7-13700H,7,14.0,20.0,5.0,5.0,16,5,4.0,512,1,8.0,3,16.1,60,11,12.0,1920,1080
33990000,i5-1340P,7,12.0,16.0,4.6,4.6,16,5,4.0,512,1,0.0,1,16.0,120,11,12.0,2560,1600
24990000,i5-1335U,7,10.0,12.0,4.6,4.6,16,4,4.0,512,1,0.0,3,14.0,60,10,12.0,1920,1080
39990000,i7-14650HX,7,16.0,24.0,1.6,5.2,16,4,4.0,512,1,8.0,0,16.0,165,11,24.0,2560,1600
17990000,i5-12450H,7,8.0,12.0,4.4,4.4,32,4,4.0,512,1,0.0,3,15.6,144,11,12.0,1920,1080
12390000,i3-1305U,7,5.0,6.0,4.5,4.5,8,4,4.0,512,1,0.0,0,15.6,120,11,12.0,1920,1080
21990000,i9-13900H,7,14.0,20.0,5.4,5.4,16,4,4.0,512,1,0.0,1,15.6,60,11,24.0,1920,1080
25990000,i5-13420H,7,8.0,12.0,4.6,4.6,8,5,4.0,512,1,0.0,3,15.6,144,11,24.0,1920,1080
21590000,i7-1355U,7,10.0,12.0,5.0,5.0,8,4,4.0,512,1,0.0,0,15.6,120,10,12.0,1920,1080
19890000,i7-1355U,7,10.0,12.0,5.0,5.0,16,4,4.0,512,1,0.0,1,14.0,60,11,12.0,1920,1080
16990000,Ryzen 5 6600H,6,6.0,12.0,3.3,4.5,16,5,5.0,512,1,0.0,3,15.6,120,11,16.0,1920,1080
57990000,Ryzen 9 8945HS,4,8.0,16.0,4.0,5.2,32,5,5.0,1024,1,8.0,1,14.0,120,11,24.0,2880,1800
46790000,i9-14900,7,24.0,32.0,1.5,5.4,64,5,4.0,1024,1,8.0,3,16.0,240,11,24.0,2560,1600
19790000,i5-12450H,7,8.0,12.0,4.4,4.4,12,5,4.0,512,1,0.0,3,15.6,144,11,24.0,1920,1080
15490000,i5-1235U,7,10.0,12.0,4.4,4.4,16,4,4.0,512,1,0.0,0,15.6,120,11,12.0,1920,1080
29990000,i5-1340P,7,12.0,16.0,4.6,4.6,16,5,4.0,512,1,0.0,3,16.0,60,10,12.0,2560,1600
62890000,i9-13900H,7,14.0,20.0,5.4,5.4,64,5,4.0,1024,1,12.0,0,16.0,240,11,24.0,2560,1440
24990000,i7-1355U,7,10.0,12.0,5.0,5.0,16,4,4.0,512,1,0.0,3,14.0,60,11,12.0,1920,1080
9790000,i3-1215U,7,6.0,8.0,4.4,4.4,16,4,4.0,512,1,0.0,0,15.0,60,11,24.0,1920,1080
30290000,i7-1355U,7,10.0,12.0,5.0,5.0,16,4,4.0,512,1,0.0,3,14.0,60,10,12.0,1920,1080
18990000,i7-1355U,7,10.0,12.0,5.0,5.0,16,5,4.0,512,1,0.0,3,14.0,60,11,12.0,1920,1200
10790000,i3-1305U,7,5.0,6.0,4.5,4.5,16,5,4.0,512,1,0.0,3,15.6,60,11,12.0,1920,1080
